timestamp,asset_id,depot,shift,asset_age_months,vibration_g,temperature_c,pressure_psi,acoustic_db,motor_current_a,error_events
2026-01-09 18:00:00,PUMP-007,East,Day,33,1.1378,61.4741,121.2206,71.1469,36.1246,0
2026-01-10 00:00:00,PUMP-007,East,Night,33,1.5248,63.3926,131.2154,70.8966,35.5776,0
2026-01-09 18:00:00,PUMP-008,West,Day,28,1.4426,61.1395,113.1249,73.9631,35.6913,0
2026-01-10 00:00:00,PUMP-008,West,Night,28,1.9223,59.3563,130.234,72.5004,36.2929,1
2026-01-10 06:00:00,PUMP-008,West,Night,28,1.3262,62.6003,123.5193,74.5292,33.7839,1
2026-01-10 12:00:00,PUMP-008,West,Night,28,1.4665,62.3178,117.5991,71.7027,35.0718,1
2026-01-10 18:00:00,PUMP-008,West,Day,28,1.5784,62.7366,125.5002,69.2868,34.5381,0
2026-01-11 00:00:00,PUMP-008,West,Night,28,1.502,60.2969,120.8553,68.2496,36.9899,0
2026-01-10 18:00:00,PUMP-009,North,Day,68,1.73,59.9248,105.6886,70.7699,36.9467,1
2026-01-11 00:00:00,PUMP-009,North,Night,68,1.6945,65.6022,102.8285,69.5804,36.8753,0
2026-01-11 06:00:00,PUMP-009,North,Day,68,1.8841,62.4438,108.5626,73.6312,35.8162,1
2026-01-11 12:00:00,PUMP-009,North,Day,68,1.6088,63.3104,106.2178,68.0377,36.5012,0
2026-01-11 18:00:00,PUMP-009,North,Night,68,1.8749,62.3717,106.6946,68.519,39.7195,0
2026-01-12 00:00:00,PUMP-009,North,Night,68,2.2584,60.6573,107.7246,70.5713,36.467,0
2026-01-11 18:00:00,PUMP-010,South,Day,83,1.9737,68.5491,119.0626,74.0296,32.8809,0
2026-01-12 00:00:00,PUMP-010,South,Day,83,2.0053,67.4025,117.3356,71.984,36.7127,0
2026-01-12 06:00:00,PUMP-010,South,Day,83,1.7392,63.3715,121.4482,70.8373,35.884,1
2026-01-12 12:00:00,PUMP-010,South,Night,83,1.8085,66.44,118.131,70.7422,34.137,2
2026-01-12 18:00:00,PUMP-010,South,Night,83,1.899,62.1724,120.0484,71.0608,36.2718,0
2026-01-13 00:00:00,PUMP-010,South,Night,83,2.0927,64.6135,114.1262,67.7074,34.4641,0
2026-01-12 18:00:00,PUMP-011,East,Day,41,1.9607,58.9412,113.536,69.1849,37.7908,0
2026-01-13 00:00:00,PUMP-011,East,Day,41,1.9742,56.9047,112.4791,70.5408,36.2533,0
2026-01-13 06:00:00,PUMP-011,East,Night,41,1.6862,58.5056,107.8935,66.9542,34.5689,0
2026-01-13 12:00:00,PUMP-011,East,Night,41,1.8791,59.5861,109.1812,69.6194,37.4602,0
2026-01-13 18:00:00,PUMP-011,East,Day,41,2.1702,58.519,119.6672,68.2007,33.5312,0
2026-01-14 00:00:00,PUMP-011,East,Day,41,2.0517,57.2163,109.9394,71.2023,35.6411,0
2026-01-13 18:00:00,PUMP-012,West,Day,94,2.1681,58.2353,124.1514,70.6319,35.5398,0
2026-01-14 00:00:00,PUMP-012,West,Day,94,2.3892,55.7547,121.6478,70.3788,36.5598,0
2026-01-14 06:00:00,PUMP-012,West,Night,94,2.4331,53.4609,120.3463,68.8289,36.6884,0
2026-01-14 12:00:00,PUMP-012,West,Day,94,2.2859,57.1239,116.4181,72.2928,36.0581,0
2026-01-14 18:00:00,PUMP-012,West,Day,94,2.4801,56.0726,125.7386,70.3788,35.1025,0
2026-01-15 00:00:00,PUMP-012,West,Day,94,2.3457,56.6226,112.043,69.5733,34.0905,0
2026-01-14 18:00:00,PUMP-013,North,Day,29,1.8427,59.5154,121.4313,69.4468,35.6412,0
2026-01-15 00:00:00,PUMP-013,North,Day,29,1.6767,60.5608,128.2435,69.0545,35.8803,1
2026-01-15 06:00:00,PUMP-013,North,Night,29,1.8775,60.7009,127.296,75.5684,35.803,1
2026-01-15 12:00:00,PUMP-013,North,Night,29,1.7057,59.208,125.9566,67.7346,33.5485,0
2026-01-15 18:00:00,PUMP-013,North,Day,29,2.0202,61.474,129.7806,74.3301,35.864,0
2026-01-16 00:00:00,PUMP-013,North,Night,29,1.8297,59.0634,130.01,68.1226,36.7469,1
2026-01-15 18:00:00,PUMP-014,South,Night,44,1.2886,59.7734,116.0766,71.403,37.0151,1
2026-01-16 00:00:00,PUMP-014,South,Day,44,1.6432,55.7809,117.7773,64.5538,35.4602,0
2026-01-16 06:00:00,PUMP-014,South,Day,44,1.3991,51.3812,111.9462,72.4317,35.1844,0
2026-01-16 12:00:00,PUMP-014,South,Day,44,1.7316,57.9428,110.9179,68.5497,35.9592,0
2026-01-16 18:00:00,PUMP-014,South,Day,44,1.6204,57.897,118.7396,66.4268,36.0811,0
2026-01-17 00:00:00,PUMP-014,South,Day,44,1.3985,51.3996,119.7713,70.759,33.922,0
2026-01-16 18:00:00,PUMP-015,East,Night,58,1.1174,59.4783,127.7602,68.1015,36.4253,1
2026-01-17 00:00:00,PUMP-015,East,Night,58,1.1051,59.8804,128.2021,68.8544,38.6675,0
2026-01-17 06:00:00,PUMP-015,East,Night,58,1.3555,64.2452,124.9401,68.606,34.68,0
2026-01-17 12:00:00,PUMP-015,East,Day,58,1.1001,61.9661,129.6275,73.244,35.9158,0
2026-01-17 18:00:00,PUMP-015,East,Night,58,1.3196,57.4496,130.1042,68.8544,37.3862,0
2026-01-18 00:00:00,PUMP-015,East,Day,58,1.4162,61.9727,133.55,69.7111,36.543,0
2026-01-17 18:00:00,PUMP-016,West,Day,94,1.7266,67.6919,131.3924,70.6925,35.6895,0
2026-01-18 00:00:00,PUMP-016,West,Day,94,2.0141,65.558,118.1933,70.6351,37.8048,0
2026-01-18 06:00:00,PUMP-016,West,Night,94,1.9426,67.1344,127.7912,67.6071,35.642,0
2026-01-18 12:00:00,PUMP-016,West,Night,94,2.3459,70.2206,122.3339,69.5915,36.1917,0
2026-01-18 18:00:00,PUMP-016,West,Day,94,2.4505,68.288,122.0673,73.9273,39.7378,0
2026-01-19 00:00:00,PUMP-016,West,Night,94,2.3868,68.3534,126.8477,75.1476,36.0244,0
2026-01-18 18:00:00,PUMP-017,North,Night,50,1.6895,67.153,113.0943,69.9198,37.4152,0
2026-01-19 00:00:00,PUMP-017,North,Day,50,1.8074,68.2112,115.7503,71.6181,36.8686,0
2026-01-19 06:00:00,PUMP-017,North,Day,50,2.1088,72.1887,115.5889,72.061,37.6291,0
2026-01-19 12:00:00,PUMP-017,North,Night,50,2.0803,71.8607,112.3462,73.7791,35.9465,0
2026-01-19 18:00:00,PUMP-017,North,Night,50,2.3826,69.38,109.1819,73.2072,37.4355,0
2026-01-20 00:00:00,PUMP-017,North,Day,50,1.868,69.8527,113.0943,72.2219,40.0105,0
2026-01-19 18:00:00,PUMP-018,South,Night,28,2.0325,56.1955,122.2166,68.6633,34.5403,1
2026-01-20 00:00:00,PUMP-018,South,Night,28,1.9481,58.2171,121.6258,72.6048,35.9045,1
2026-01-20 06:00:00,PUMP-018,South,Night,28,1.7434,58.5343,117.5151,71.8347,36.1805,0
2026-01-20 12:00:00,PUMP-018,South,Day,28,1.9356,62.2907,112.3665,71.2224,36.1869,1
2026-01-20 18:00:00,PUMP-018,South,Day,28,2.3727,60.2932,124.5,71.4203,36.6922,0
2026-01-21 00:00:00,PUMP-018,South,Day,28,2.2305,60.8623,118.1095,71.8639,37.4451,0
2026-01-20 18:00:00,PUMP-019,East,Day,9,2.2829,66.0872,111.5719,74.2208,36.4806,0
2026-01-21 00:00:00,PUMP-019,East,Day,9,2.4047,67.0542,118.5198,68.936,36.6568,0
2026-01-21 06:00:00,PUMP-019,East,Day,9,2.6421,69.1656,115.0734,73.3265,36.0009,0
2026-01-21 12:00:00,PUMP-019,East,Day,9,2.5685,66.6207,112.9966,72.9908,40.156,0
2026-01-21 18:00:00,PUMP-019,East,Day,9,2.4651,69.2536,108.8138,74.3503,37.9655,0
2026-01-22 00:00:00,PUMP-019,East,Day,9,2.384,71.7061,107.2303,74.1843,37.1847,0
2026-01-21 18:00:00,PUMP-020,West,Day,85,3.0235,63.8328,109.2361,78.118,39.0111,1
2026-01-22 00:00:00,PUMP-020,West,Day,85,3.1621,66.5302,116.8452,75.7016,41.3823,0
2026-01-22 06:00:00,PUMP-020,West,Night,85,3.1633,63.8977,114.5433,71.8235,39.8837,3
2026-01-22 12:00:00,PUMP-020,West,Day,85,3.2081,65.8617,113.1245,69.4095,38.133,2
2026-01-22 18:00:00,PUMP-020,West,Night,85,3.3681,67.4254,111.23,76.9395,40.0138,1
2026-01-23 00:00:00,PUMP-020,West,Day,85,3.4153,67.6387,113.7873,74.4827,36.5597,1
2026-01-22 18:00:00,PUMP-021,North,Day,36,3.1002,72.3579,101.7143,75.6309,39.6283,0
2026-01-23 00:00:00,PUMP-021,North,Day,36,3.2197,72.3772,97.7181,77.0212,41.7629,1
2026-01-23 06:00:00,PUMP-021,North,Night,36,3.5507,72.493,99.3172,75.2259,39.2857,1
2026-01-23 12:00:00,PUMP-021,North,Night,36,3.4925,73.3523,105.8091,72.768,39.9108,0
2026-01-23 18:00:00,PUMP-021,North,Night,36,3.7748,71.4445,97.5983,75.475,42.5652,2
2026-01-24 00:00:00,PUMP-021,North,Night,36,3.7158,72.1622,104.5516,75.1444,40.1586,1
2026-01-23 18:00:00,PUMP-022,South,Day,69,2.2267,71.2496,115.2307,72.1628,39.5706,0
2026-01-24 00:00:00,PUMP-022,South,Day,69,2.3034,71.7735,114.6354,72.3254,38.9975,0
2026-01-24 06:00:00,PUMP-022,South,Day,69,2.4457,70.5106,108.7174,74.434,38.1521,1
2026-01-24 12:00:00,PUMP-022,South,Night,69,2.6117,71.251,113.6841,73.1857,40.3891,3
2026-01-24 18:00:00,PUMP-022,South,Day,69,2.9007,70.1539,106.8611,71.0599,41.2356,2
2026-01-25 00:00:00,PUMP-022,South,Night,69,2.4875,72.8396,108.561,70.4995,39.0008,1
2026-01-24 18:00:00,PUMP-023,East,Night,19,2.54,71.9263,118.022,71.6859,36.6553,1
2026-01-25 00:00:00,PUMP-023,East,Night,19,3.0531,69.7902,116.2164,69.2281,37.7545,1
2026-01-25 06:00:00,PUMP-023,East,Night,19,3.1289,72.6951,118.3835,70.4501,38.5176,1
2026-01-25 12:00:00,PUMP-023,East,Night,19,2.8175,76.5902,111.0018,70.5559,39.1818,0
2026-01-25 18:00:00,PUMP-023,East,Day,19,3.243,73.9245,114.1227,69.3409,39.1234,3
2026-01-26 00:00:00,PUMP-023,East,Night,19,3.634,76.4004,121.7746,74.4737,38.1368,1
2026-01-03 06:00:00,PUMP-024,West,Day,95,1.6406,64.0974,127.5227,70.8775,38.436,0
2026-01-03 12:00:00,PUMP-024,West,Day,95,1.8937,63.4032,129.1656,69.6347,33.5772,0
2026-01-03 18:00:00,PUMP-024,West,Day,95,1.4758,61.5968,126.9419,68.6349,34.3637,0
2026-01-04 00:00:00,PUMP-024,West,Night,95,1.7323,59.6466,125.7965,71.0773,34.511,0
2026-01-04 06:00:00,PUMP-024,West,Night,95,1.753,65.5964,124.5246,69.5266,37.6103,1
2026-01-04 12:00:00,PUMP-024,West,Day,95,1.7456,59.6752,125.7561,70.9875,36.3162,0
